id,persona_id,persona,persona_group,task_id,task,required_authority_classes,required_source_classes,candidate_source_ids,acceptable_evidence,currency_tolerance,likely_failure_modes,definition_of_success,professional_escalation
P24-T11,P24,Civil-society or human-rights advocate,civil-society,T11,"Prepare litigation, advice, policy, compliance or enforcement work",binding-authority | persuasive-authority | official-guidance,SC01 | SC09 | SC24 | SC33 | SC20,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC017 | SRC044 | SRC045 | SRC058 | SRC031 | SRC033,"Authority-ranked source set, selected passages, adverse material, currency and assumptions.",Live before issue/decision.,confirmation bias | material adverse source omitted | official guidance elevated above law,"Deliverable is reproducible, balanced and professionally reviewable.",True
P24-T13,P24,Civil-society or human-rights advocate,civil-society,T13,Monitor legal change,binding-authority | procedural-material | delegated-administrative-rules | official-guidance,SC01 | SC09 | SC24 | SC33 | SC04 | SC21,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC017 | SRC044 | SRC045 | SRC058 | SRC004 | SRC032,"Official feeds/logs, hashes, version differences and impact classification.",Source-specific service-level objective; critical sources daily or event-driven.,silent source deletion | publication event missed | cosmetic change escalated as legal change,"Change event is detected, typed, evidenced, impact-assessed and reviewable.",False
P24-T16,P24,Civil-society or human-rights advocate,civil-society,T16,Produce accessible public explanation,binding-authority | official-guidance | legal-service-information,SC01 | SC09 | SC24 | SC33 | SC22 | SC28,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC017 | SRC044 | SRC045 | SRC058 | SRC022 | SRC031,"Authoritative passages plus official service guidance, with simplifications/limits labelled.",Live for current rights/process.,exception omitted | advice presented as certainty | accessibility/translation errors,"Explanation is accurate, scoped, readable, accessible and links to authoritative evidence.",False
P24-T17,P24,Civil-society or human-rights advocate,civil-society,T17,Audit an AI-generated legal answer,binding-authority | persuasive-authority | procedural-material,SC01 | SC09 | SC24 | SC33,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC017 | SRC044 | SRC045 | SRC058,"Proposition-to-citation ledger, source hashes, version context and coverage declaration.",Re-verify all material current-law propositions.,invented citation | citation does not support proposition | hidden retrieval gap,"Every material proposition is supported, classified and risk-rated; hard failures cap the answer.",True
P24-T19,P24,Civil-society or human-rights advocate,civil-society,T19,Identify remedies and enforcement outcomes,binding-authority | procedural-material | delegated-administrative-rules | persuasive-authority,SC01 | SC09 | SC24 | SC33 | SC17 | SC21 | SC23,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC017 | SRC044 | SRC045 | SRC058 | SRC023 | SRC024,"Operative remedy provisions, procedure, official decisions/notices and appeal status.",Live for current remedies and routes.,past outcome treated as guaranteed | appeal route missed | regulator summary substituted for notice,"Remedy conditions, forum, deadline, discretion and evidence are explicit.",True
P25-T01,P25,Mediator,dispute-resolution,T01,Locate controlling authority,binding-authority,SC01 | SC09 | SC15 | SC10,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC012,Official work/case/rule identity plus selected passage and court/institutional competence.,Live verification at answer time for current advice; historical date fixed for retrospective research.,topical but non-controlling source | later appeal or higher authority missed | guidance presented as law,"Controlling authority is identified, hierarchy and jurisdiction are stated, and every material proposition has a pinpoint.",False
P25-T02,P25,Mediator,dispute-resolution,T02,Determine whether law is in force,binding-authority,SC01 | SC09 | SC15 | SC04 | SC05,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC004 | SRC003,"Versioned legislation, commencement/effect records, extent and amendments with live official verification.",Zero tolerance for stale current-law answers.,latest text confused with in-force text | unapplied effect ignored | commencement or savings omitted,"Answer states the relevant version, commencement, extent, amendments, savings and uncertainty.",True
P25-T04,P25,Mediator,dispute-resolution,T04,Territorial extent and jurisdiction,binding-authority | legal-service-information,SC01 | SC09 | SC15 | SC14 | SC30,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC012 | SRC067 | SRC072,"Extent metadata, devolution/competence provisions, court or regulator jurisdiction sources.",Live for current competence; exact for historical jurisdiction.,UK-wide assumption | extent confused with application | court/body identity conflated,"Territory, legal system, institutional competence and exceptions are explicit.",False
P25-T09,P25,Mediator,dispute-resolution,T09,Apply rules to facts,binding-authority | persuasive-authority,SC01 | SC09 | SC15,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020,"Controlling text/cases, issue-element mapping, stated factual assumptions and uncertainty.",Live for current advice; professional review required.,facts invented | legal conclusion overconfident | discretion treated as rule,"Elements, exceptions, burdens and missing facts are mapped, with escalation.",True
P25-T10,P25,Mediator,dispute-resolution,T10,"Find procedural steps, deadlines, forms and fees",procedural-material | binding-authority | legal-service-information,SC01 | SC09 | SC15 | SC16 | SC17,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC023 | SRC024 | SRC026,Current rule/order/practice direction plus live form/fee/service verification.,Same-day/live verification before action.,outdated form/fee | wrong forum | guidance deadline not checked against rule,Actionable steps cite the operative procedural passage and current service artefacts.,True
P25-T16,P25,Mediator,dispute-resolution,T16,Produce accessible public explanation,binding-authority | official-guidance | legal-service-information,SC01 | SC09 | SC15 | SC22 | SC28,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC022 | SRC031 | SRC034,"Authoritative passages plus official service guidance, with simplifications/limits labelled.",Live for current rights/process.,exception omitted | advice presented as certainty | accessibility/translation errors,"Explanation is accurate, scoped, readable, accessible and links to authoritative evidence.",False
P25-T19,P25,Mediator,dispute-resolution,T19,Identify remedies and enforcement outcomes,binding-authority | procedural-material | delegated-administrative-rules | persuasive-authority,SC01 | SC09 | SC15 | SC17 | SC21 | SC23,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC023 | SRC024 | SRC026,"Operative remedy provisions, procedure, official decisions/notices and appeal status.",Live for current remedies and routes.,past outcome treated as guaranteed | appeal route missed | regulator summary substituted for notice,"Remedy conditions, forum, deadline, discretion and evidence are explicit.",True
P26-T01,P26,Arbitrator,dispute-resolution,T01,Locate controlling authority,binding-authority,SC01 | SC09 | SC15 | SC36 | SC10,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC015 | SRC068 | SRC069,Official work/case/rule identity plus selected passage and court/institutional competence.,Live verification at answer time for current advice; historical date fixed for retrospective research. Qualified human review is mandatory before consequential use.,topical but non-controlling source | later appeal or higher authority missed | guidance presented as law,"Controlling authority is identified, hierarchy and jurisdiction are stated, and every material proposition has a pinpoint.",True
P26-T02,P26,Arbitrator,dispute-resolution,T02,Determine whether law is in force,binding-authority,SC01 | SC09 | SC15 | SC36 | SC04 | SC05,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC015 | SRC068 | SRC069,"Versioned legislation, commencement/effect records, extent and amendments with live official verification.",Zero tolerance for stale current-law answers. Qualified human review is mandatory before consequential use.,latest text confused with in-force text | unapplied effect ignored | commencement or savings omitted,"Answer states the relevant version, commencement, extent, amendments, savings and uncertainty.",True
P26-T03,P26,Arbitrator,dispute-resolution,T03,Point-in-time and historical research,binding-authority | history,SC01 | SC09 | SC15 | SC36 | SC04 | SC35,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC015 | SRC068 | SRC069,"Dated expressions, amendment chronology, archived official material and source hashes.",Exact historical cut-off; later material segregated. Qualified human review is mandatory before consequential use.,anachronism | current consolidation substituted for historical text | archive date mistaken for legal date,A reproducible dated state and change chronology are supplied.,True
P26-T04,P26,Arbitrator,dispute-resolution,T04,Territorial extent and jurisdiction,binding-authority | legal-service-information,SC01 | SC09 | SC15 | SC36 | SC14 | SC30,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC015 | SRC068 | SRC069,"Extent metadata, devolution/competence provisions, court or regulator jurisdiction sources.",Live for current competence; exact for historical jurisdiction. Qualified human review is mandatory before consequential use.,UK-wide assumption | extent confused with application | court/body identity conflated,"Territory, legal system, institutional competence and exceptions are explicit.",True
P26-T06,P26,Arbitrator,dispute-resolution,T06,Identify judicial interpretation and treatment,binding-authority | persuasive-authority,SC01 | SC09 | SC15 | SC36 | SC10 | SC13,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC015 | SRC068 | SRC069,"Official judgments, cited passage, court hierarchy, later treatment and appeal status.",Live citator/treatment check before reliance. Qualified human review is mandatory before consequential use.,citation occurrence treated as approval | headnote substituted for judgment | later reversal missed,Treatment verbs are passage-evidenced and hierarchy/date qualified.,True
P26-T09,P26,Arbitrator,dispute-resolution,T09,Apply rules to facts,binding-authority | persuasive-authority,SC01 | SC09 | SC15 | SC36,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC015 | SRC068 | SRC069,"Controlling text/cases, issue-element mapping, stated factual assumptions and uncertainty.",Live for current advice; professional review required. Qualified human review is mandatory before consequential use.,facts invented | legal conclusion overconfident | discretion treated as rule,"Elements, exceptions, burdens and missing facts are mapped, with escalation.",True
